,keyword,importance,total_importance
3728,"warranty, purchased vehicle, insurance, new brakes, full inspection",0.414-0.3711-0.3143-0.2998-0.2803,1.68
3729,"incorrect title, invalid title, correct paperwork, dealer compliance office, complaint",0.4731-0.4626-0.455-0.3814-0.3565,2.13
3730,"windshield wiper, windshield wipers, car, car april 1st, car delivered",0.3745-0.3356-0.3294-0.3246-0.3175,1.68
3731,"delayed delivery, car carvana, rental car, carvana sept, rental cars",0.4953-0.4759-0.425-0.4087-0.3958,2.2
3732,"selling dealer, past due payments, different selling dealer, loan, new contracts-",0.3954-0.3907-0.3864-0.3806-0.3773,1.93
3733,"reschedule, sentra, trade vehicle, carvana put, auto loan",0.4211-0.405-0.3951-0.3573-0.347,1.93
3734,"warranties, dealership yesterday, * * * * * dealership yesterday, repairs, * dealership",0.4063-0.3698-0.3695-0.3556-0.3552,1.86
3735,"vehicle title, title transfer request, title transfer, ohio car tags, title carvana",0.6055-0.5769-0.5705-0.5471-0.5182,2.82
3736,"new brake pads, new break pads, brake pads, rotors replaced, break pads",0.5669-0.5111-0.4763-0.4732-0.4311,2.46
3737,"current registration, registration, vehicle carvana, connecticut dmv regulations, carvana",0.6287-0.5498-0.526-0.429-0.4095,2.54
3738,"carvana put, carvana, lien, registration, vehicle",0.5022-0.499-0.4617-0.4103-0.322,2.2
3739,"temporary tags, vehicle carvana, temporary tag, purchased vehicle, final temporary tag",0.4851-0.4631-0.4593-0.44-0.4223,2.27
3740,"truck title, temporary tags, title issue, auto loan, tags",0.4695-0.3769-0.3697-0.3309-0.3236,1.87
3741,"registration, temporary license plate, license plate, temporary license, paperwork",0.5027-0.491-0.3932-0.3869-0.3457,2.12
3742,"financed car, car carvana, carvana february, temporary plates, vehicle april",0.5631-0.4846-0.4487-0.4272-0.4182,2.34
3743,"contacted carvana, lender, certificate, title, truck",0.4484-0.3385-0.3382-0.3272-0.3225,1.77
3744,"return car, tesla, deceptive trade practice, carvana offers, car * * *",0.3957-0.3941-0.3586-0.3393-0.3052,1.79
3745,"vehicle inspected.10/2 vehicle, jeep wrangler, purchased vehicle, jeep, inspection",0.4538-0.4062-0.3928-0.3639-0.3577,1.97
3746,"time carvana, car may, carvana, car, older owner",0.471-0.4314-0.427-0.4223-0.3703,2.12
3747,"warranty company silver rock, rotted tires, warranty, warranty company, company silver rock",0.5302-0.4198-0.3897-0.3861-0.3689,2.09
3748,"diagnostic fee, diagnostic charge, carvana, repairs, functionality defects",0.4995-0.4228-0.388-0.3342-0.3241,1.97
3749,"registration paperwork today, registration paperwork, register, registration, registered",0.4965-0.4846-0.4103-0.4082-0.3957,2.2
3750,"new tennessee temp plates, tennessee temp tags, arizona temp tags, carvana post sales team representative, temp tags",0.5364-0.5258-0.5206-0.4208-0.4202,2.42
3751,"carvana, preorder, payment, car, updates",0.4273-0.3845-0.3611-0.2558-0.1663,1.6
3752,"temporary registration, registration, register, carvana, * * * * ranger",0.4229-0.3883-0.387-0.3372-0.3354,1.87
3753,"dodge journey sxt utility sport, lease agreement bills utility bills, transmission slipping, return, dodge journey",0.4131-0.3495-0.3324-0.3244-0.321,1.74
3754,"car carvana, refund, previous car, receipt, transfer",0.3635-0.3288-0.3275-0.3064-0.2964,1.62
3755,"dealership floor mats, floor mats, right mats, side floor mat, mats",0.6533-0.481-0.4793-0.478-0.4238,2.52
3756,"jeep wrangler sahara, wrangler sahara, piece hard top https://www.carvana.com/vehicle/2002452, jeep wrangler, dual top package",0.5686-0.4948-0.4583-0.4521-0.4512,2.42
3757,"car,2012 * * * * * equinox, equinox, rescheduling, scheduled delivery, * * * * * equinox",0.5108-0.4271-0.4066-0.4005-0.3982,2.14
3758,"new registration, hour response time, purchased vehicle, response time, registration",0.3844-0.3841-0.3816-0.3776-0.3634,1.89
3759,"carvana, loan, trade ins, itemization, traded",0.3842-0.3785-0.3514-0.3077-0.302,1.72
3760,"carvana purchase, financing terms, loan agreement, negotiating loan terms, original loan agreement",0.5368-0.5274-0.522-0.5174-0.5054,2.61
3761,"vehicle carvana, logistics issue, new delivery date, delivery date, delivery",0.4643-0.4264-0.3839-0.3707-0.3703,2.02
3762,"warranty, extensive cosmetic damages, cosmetic damages, coolant, low coolant",0.3777-0.3756-0.3583-0.3548-0.3408,1.81
3763,"expired tags, temp tags, temp tag, tags, official tags",0.6738-0.5156-0.4698-0.4665-0.4582,2.58
3764,"warranty company, check engine light, check engine, warranty, bought car",0.4324-0.3772-0.3677-0.3539-0.2731,1.8
3765,"dealer, carava, dealership, original car, * * * dealer",0.3625-0.3596-0.3523-0.3498-0.3433,1.77
3766,"temp tags, temp tag, tags, temp, registration",0.5893-0.5753-0.3919-0.3842-0.3631,2.3
3767,"plate registration, license plate, registration, plates, documents",0.4814-0.4276-0.4062-0.2764-0.2693,1.86
3768,"state registration, home state registration, registration, temporary registration, registration information",0.5182-0.5087-0.4747-0.4667-0.4486,2.42
3769,"title carvana, purchased vehicle, vehicle carvana, contacted carvana, 3rd party vehicle sale",0.5553-0.4994-0.4837-0.4758-0.4754,2.49
3770,"delivery date, car online, delivery, day delivery, bought car",0.3996-0.372-0.3578-0.3372-0.3267,1.79
3771,"return, sale, carvana, back, car",0.4163-0.2465-0.2349-0.2249-0.2013,1.32
3772,"temp az plates, registration, az, late fees, delayed",0.4451-0.4116-0.4046-0.3996-0.3582,2.02
3773,"defective battery, defective battery cells, replacement battery, battery replacement, battery *",0.5543-0.5006-0.4293-0.4217-0.4176,2.32
3774,"epa violation, * * * * * civic, inspection, carvana, purchase process",0.3902-0.3254-0.3239-0.3177-0.3161,1.67
3775,"jeep grand cherokee, grand cherokee, jeep, rubber seal, repairs",0.4731-0.425-0.4-0.3923-0.3791,2.07
3776,"processing registration, registration * * * * *, registration * * * *, registration, tracking number",0.4053-0.3944-0.3843-0.361-0.3334,1.88
3777,"temporary registrations, permanent registration, registration, title transfer, registrations",0.5162-0.4713-0.4032-0.402-0.3438,2.14
3778,"carvanna, audi, new vehicle, vehicle, first vehicle",0.4988-0.4181-0.4083-0.3508-0.3274,2.0
3779,"second carvana vehicle purchase attempt, vehicle purchase, vehicle carvana, purchase vehicle, vehicle damage",0.6219-0.4796-0.4385-0.4268-0.4237,2.39
3780,"contacted carvana, car carvana, bought car, carvana, repair",0.4751-0.4675-0.4532-0.3719-0.3657,2.13
3781,"delayed, unknown battery problems, vehicle, battery, car",0.4473-0.3729-0.3578-0.3196-0.3032,1.8
3782,"refunded, back insurance fee, car delivered, insurance fee, broken car",0.3918-0.3375-0.3309-0.3155-0.2838,1.66
3783,"transportation delay, delays, delivery date, delay, reschedule",0.5804-0.4828-0.4446-0.383-0.3752,2.27
3784,"contacted carvana, car carvana, damages, carvana, guarantee",0.5067-0.4369-0.3933-0.3613-0.3547,2.05
3785,"carvana account, online account, email, email address, account",0.4468-0.419-0.3998-0.3647-0.362,1.99
3786,"carvana tire, insurance information, tire, complaint, insurance",0.4655-0.3775-0.313-0.3043-0.3031,1.76
3787,"carvana * * * * * * *, carvana * * * * *, carvana * *, carvana * * * *, carvana",0.5299-0.5279-0.5273-0.5272-0.5121,2.62
3788,"auto repair affiliates, carvana duty, reimbursement, repair cost, repair estimate",0.5048-0.4664-0.4611-0.4555-0.4435,2.33
3789,"fathers car, paperwork, proper paperwork, outside car, cell phone",0.4674-0.3214-0.317-0.3102-0.3002,1.72
3790,"carvana support, carvana, new temporary plate, registration, new plates",0.4531-0.4055-0.3879-0.3747-0.3665,1.99
3791,"license plate, temporary plates, temporary plate, received vehicle, plates",0.5295-0.4852-0.4654-0.4442-0.4192,2.34
3792,"temporary registration, first temporary registration, registration, temporary tag, new temporary tag",0.6158-0.5611-0.476-0.4587-0.4579,2.57
3793,"heated seats, * * * * * * * dealership, seats, * * * * * * dealership, * * * * * dealership",0.4514-0.2895-0.2887-0.2863-0.2833,1.6
3794,"extended warranty, insurance, * * * insurance, vehicle protection, warranty",0.5179-0.4358-0.4024-0.3713-0.3687,2.1
3795,"car title, delaware dmv, car titles, car loan, dmv",0.542-0.4711-0.4676-0.3957-0.3893,2.27
3796,"temporary registration tags, temporary tags, temporary registration, registration tags, registration",0.701-0.6151-0.5806-0.5578-0.4122,2.87
3797,"extended warranty, warranty, car carvana, carvana, call",0.5193-0.4158-0.4104-0.3666-0.2618,1.97
3798,"philly vm, free car wash, carvana vm, unannotated damages, car wash",0.4666-0.4588-0.4207-0.4102-0.3927,2.15
3799,"temp az plate, title receipt, purchased vehicle, az, registration",0.472-0.3866-0.3726-0.3403-0.3398,1.91
3800,"register, registration, registered, registration team, purchased vehicle",0.5293-0.5266-0.4879-0.4852-0.47,2.5
3801,"hipaa, * nursing license, licensed nurse, carvana, direct nursing care",0.4513-0.4152-0.3867-0.362-0.3331,1.95
3802,"problem car, driver seat, heater, vehicle * * *, contract",0.3662-0.3139-0.3087-0.2808-0.2794,1.55
3803,"temporary issue dmv tags, vehicle registration, purchase carvana, carvana location, vehicle registration information",0.5286-0.5078-0.4791-0.4706-0.4671,2.45
3804,"administrative negligence, legal temp plate, negligence, registration process, registration",0.4198-0.3896-0.3777-0.2829-0.2766,1.75
3805,"bought car, call, car carvana, camry xle sedan 4d, calling",0.3718-0.3295-0.3209-0.2799-0.2628,1.56
3806,"day warranty, warranty, jeep grand cherokee, repairs, repair",0.4385-0.414-0.4038-0.3761-0.3672,2.0
3807,"different vehicle, vehicle, carvana, story buy, return",0.3874-0.356-0.3476-0.3425-0.3277,1.76
3808,"legal counsel, car registrations, carvana, lawyer, legal team",0.4757-0.4746-0.3695-0.3666-0.3637,2.05
3809,"processing registration, registration, registration.2-, lexus, lexus rx350 1-",0.4491-0.4401-0.4335-0.3746-0.3422,2.04
3810,"vehicle carvana, temporary registration, original temporary registration, temporary plates, temporary tags",0.5534-0.5183-0.5151-0.4868-0.4771,2.55
3811,"license plates, plates, temp plate, drivers license, tags",0.6052-0.386-0.3829-0.3603-0.3385,2.07
3812,"carvana bumper, vehicles bumper, contact carvana, trucks license plate lights, inspection",0.543-0.4656-0.4567-0.4185-0.3995,2.28
3813,"temporary tags, temporary tag, mo paperwork, complete registration, tags",0.5336-0.4867-0.3994-0.3693-0.3665,2.16
3814,"local courthouse falsify documents, property taxes, documents, * * * * * accord, accord",0.4836-0.3734-0.3544-0.3369-0.3337,1.88
3815,"covid delays, registration plates, temporary plate, 3rd temp plate, temp plates",0.573-0.4659-0.4598-0.4414-0.4414,2.38
3816,"temporary tags, permanent tags, vehicle carvana, temp tag, 2nd temp tag",0.6066-0.5704-0.502-0.4741-0.4682,2.62
3817,"ram truck, powertrain warranty, truck, landmark dodge, dodge",0.4748-0.4662-0.4143-0.3762-0.342,2.07
3818,"registration tags, temporary tags, temporary tag, temp tag, tags",0.61-0.5705-0.5037-0.4625-0.4248,2.57
3819,"approved, vehicle, first vehicle, refund, return",0.3648-0.3583-0.3272-0.3268-0.3243,1.7
3820,"temporary registration, temporary registrations, different temporary registrations, non - payment, additional temporary plate",0.4571-0.4491-0.4421-0.4416-0.4282,2.22
3821,"carvana, refund, vehicle, much undisclosed body damage, car",0.4985-0.4385-0.3903-0.3821-0.3688,2.08
3822,"insurance company, insurance, wrx sti, carvana, title",0.4226-0.3208-0.3205-0.3178-0.3119,1.69
3823,"carvana, credit report, hard checks, credit, caravana",0.4445-0.4181-0.3722-0.3234-0.3154,1.87
3824,"* * * * * mile warranty, mile warranty, carvana, * * carvana, * * * carvana",0.4964-0.4647-0.4496-0.4272-0.4217,2.26
3825,"rim, a2018bmw230i, defects, contact, fix",0.5368-0.3946-0.3587-0.2068-0.2026,1.7
3826,"lost title, supervisor call, call today, title, customer service",0.4842-0.3489-0.3295-0.2955-0.2954,1.75
3827,"title carvana, carvana, natural disaster disclosure state, flood title, clean title",0.5747-0.4246-0.3997-0.3922-0.3799,2.17
3828,"contact carvana, car issues, pre purchase inspection, * * * 328i, carvana",0.4781-0.4734-0.3752-0.3718-0.3622,2.06
3829,"purchased vehicle, second temporary tag, title process, vehicle information, temporary tag",0.4807-0.3695-0.3291-0.3185-0.3158,1.81
3830,"car carvana, carvana, vehicle, carvana july, uber",0.4757-0.4037-0.3831-0.3807-0.3791,2.02
3831,"return car, car purchase, purchase car, return call, finance company bridgecrest",0.5276-0.4639-0.4486-0.3899-0.3644,2.19
3832,"vehicle carvana, purchased vehicle, vehicle repairs, carvana, vehicle",0.5912-0.5869-0.5509-0.4406-0.4168,2.59
3833,"purchased vehicle, sales taxes, taxes, vehicle carvana, temporary tags",0.487-0.4417-0.3969-0.3773-0.3307,2.03
3834,"carvana tag, contacted carvana, car carvana, carvana, car yet",0.5445-0.5279-0.5162-0.4353-0.3481,2.37
3835,"ordered car, original delivery date, delivery date, delayed, delays",0.4767-0.3982-0.3941-0.3831-0.3691,2.02
3836,"emission certi requirement, registration, paperwork, certification, physical address",0.5693-0.424-0.3714-0.3482-0.3152,2.03
3837,"vehicle carvana, timely registration, purchased vehicle, registration, register",0.4955-0.4898-0.4732-0.4239-0.3815,2.26
3838,"carvana plates, contact carvana, car carvana, carvana, registration plates",0.7167-0.6658-0.6032-0.538-0.4586,2.98
3839,"rental car payment, rental car money, car payment, reschedule date, day trial period",0.5368-0.4876-0.4609-0.4264-0.4014,2.31
3840,"temporary warranty, warranty, cold air, heat, * * * * * trax",0.4827-0.3839-0.3378-0.3293-0.2957,1.83
3841,"vehicle carvana, purchased vehicle, complete registration, processing registration, registration",0.5555-0.5001-0.4844-0.4622-0.4601,2.46
3842,"purchase carvana, car carvana, carvana vehicle, carvanas possession, carvana",0.7121-0.6069-0.5949-0.5592-0.5402,3.01
3843,"back guarantee, day money back guarantee, warranty, guarantee, infiniti",0.3813-0.368-0.3672-0.3282-0.3212,1.77
3844,"convertible volkswagon eos, car delivered, cancel, financing, fraudulent activity",0.4046-0.391-0.3854-0.3711-0.3508,1.9
3845,"loan, loan * * * * *, loan balance, current loan, purchase agreement",0.4363-0.4207-0.419-0.4143-0.4082,2.1
3846,"return policy, free return policy, cars insurance, free return, car payments",0.4301-0.414-0.4095-0.3175-0.3171,1.89
3847,"carvana, delivery time, vehicle, call, tx blue title",0.3972-0.3235-0.2842-0.2665-0.2652,1.54
3848,"carvana customer service, purchased vehicle, carvana customer, original manufacturers warranty, manufacturers warranty",0.5278-0.4891-0.4722-0.4604-0.432,2.38
3849,"loan, payment, bank, carvana representative, carvana",0.4179-0.4157-0.3795-0.3779-0.3614,1.95
3850,"actual trd, trd, * * * * * * trd offroad, vehicle, vehicle swap",0.5149-0.508-0.4699-0.409-0.4005,2.3
3851,"return car, refund, switch, dodge journey, inconvenience",0.4454-0.4372-0.3095-0.2922-0.2783,1.76
3852,"reimbursement, purchased vehicle, contacted carvana, carvana, vehicle",0.5323-0.518-0.4712-0.3467-0.3238,2.19
3853,"car odometer, actual odometer, odometer reading, odometer, odometer page",0.5155-0.5154-0.4881-0.4725-0.4624,2.45
3854,"refund period, days refund period, refund, referral, referral codes",0.4949-0.4934-0.4647-0.3465-0.342,2.14
3855,"vehicle carvana, purchased vehicle, downpayment, carvana, carvana july",0.4941-0.4627-0.4492-0.4114-0.3923,2.21
3856,"complete registration, registration, registration procedures, registration process, vehicle carvana",0.5279-0.512-0.51-0.5025-0.488,2.54
3857,"land rover, supervisor call, representative, call, previous vehicle",0.3819-0.3454-0.3241-0.3203-0.3189,1.69
3858,"car carvana, registration, registered, carvana, dmv",0.5-0.4991-0.4445-0.4111-0.394,2.25
3859,"temporary license plates, new temp plates, license plates, temp plates, new plates",0.5858-0.4931-0.4821-0.4547-0.4262,2.44
3860,"order car, vehicle, car july, car, damages",0.507-0.4615-0.4352-0.3967-0.3928,2.19
3861,"service contract, maintenance contract, payments, additional payments, assurant contract",0.5435-0.5241-0.4485-0.4457-0.4389,2.4
3862,"return car, refund, car carvana, loan, auto body shop",0.4646-0.35-0.3284-0.2744-0.2561,1.67
